,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_R_Peaks,ratio p/r peaks,ratio q/r peaks,ratio s/r peaks,ratio t/r peaks,arrythmia
324000-327600,832.2222222222223,79.00487040255877,90.65093817822624,95.94844580502883,0.09493242104446313,0.10892636096182058,856.9444444444445,41.18333333333324,0.04805834683954608,60.41666666666674,808.3333333333334,882.2222222222222,40.0,60.0,627.7777777777777,897.2222222222223,5.0,242.1875,10,3,9,7,11,0.9090909090909091,0.2727272727272727,0.8181818181818182,0.6363636363636364,1
327600-331200,845.0,24.9416328256787,25.843121735097878,27.3148148148148,0.029516725237489584,0.03058357601786731,844.4444444444443,26.76916666666673,0.0317003289473685,33.33333333333337,825.5555555555555,866.6666666666666,0.0,40.0,808.3333333333334,880.5555555555555,5.0,54.6875,11,3,10,9,11,1.0,0.2727272727272727,0.9090909090909091,0.8181818181818182,1
331200-334800,845.8333333333334,27.4439821023684,29.000851413640405,30.7443661405259,0.032446087214622735,0.03428672088312166,836.1111111111111,22.650833333333324,0.027090697674418594,32.6388888888888,825.0,863.3333333333333,0.0,50.0,816.6666666666666,897.2222222222223,2.5,0.0,11,4,10,10,11,1.0,0.36363636363636365,0.9090909090909091,0.9090909090909091,0
334800-338400,853.6111111111111,27.96388274180206,29.411815137534393,30.273671711614437,0.03275951118466886,0.03445575479828305,854.1666666666666,41.18333333333332,0.04821463414634145,49.30555555555566,823.8888888888889,882.2222222222222,10.0,40.0,816.6666666666666,888.8888888888888,5.0,0.0,11,3,10,11,11,1.0,0.2727272727272727,0.9090909090909091,1.0,0
338400-342000,842.7777777777779,22.03625893428671,17.37191022156828,18.320702719823522,0.026147176059140454,0.02061268187134008,838.8888888888889,30.88749999999997,0.036819536423841025,34.02777777777783,825.5555555555555,865.0,0.0,30.0,811.1111111111111,872.2222222222223,5.0,31.25,11,4,10,9,11,1.0,0.36363636363636365,0.9090909090909091,0.8181818181818182,1
342000-345600,854.2929292929293,22.985624746906765,21.53449715923814,21.486669233096862,0.026906022464602657,0.02520739247726368,861.1111111111112,16.473333333333294,0.019130322580645114,34.722222222222285,833.3333333333334,869.4444444444445,0.0,36.36363636363637,822.2222222222222,894.4444444444445,3.6666666666666665,46.875,12,4,11,9,12,1.0,0.3333333333333333,0.9166666666666666,0.75,0
349200-352800,828.0555555555554,59.683809064702615,68.13581812772306,72.2326084649556,0.0720770589174537,0.0822841144782969,836.1111111111111,30.887500000000056,0.03694186046511635,33.33333333333337,815.5555555555555,866.6666666666667,30.0,50.0,686.1111111111111,888.8888888888888,3.3333333333333335,140.625,11,4,10,8,11,1.0,0.36363636363636365,0.9090909090909091,0.7272727272727273,1
356400-360000,855.2777777777777,24.12565698800512,25.42505595878883,26.839876001177274,0.02820797829061982,0.029727249578317568,861.1111111111112,28.82833333333318,0.03347806451612885,37.5,837.2222222222223,878.3333333333333,0.0,40.0,811.1111111111111,880.5555555555555,3.3333333333333335,0.0,11,4,10,11,11,1.0,0.36363636363636365,0.9090909090909091,1.0,0
367200-370800,832.2222222222223,69.06935740027731,62.55313242242421,60.67464787187362,0.08299388739686192,0.0751639775436339,850.0,49.419999999999966,0.058141176470588196,62.5,813.3333333333334,881.1111111111111,20.0,60.0,655.5555555555555,894.4444444444445,5.0,164.0625,11,5,10,8,11,1.0,0.45454545454545453,0.9090909090909091,0.7272727272727273,1
370800-374400,842.7777777777777,26.456216904432424,24.672060360137475,26.094853094522147,0.03139168782332127,0.029274692582892194,836.1111111111111,20.59166666666662,0.024627906976744128,26.3888888888888,823.8888888888889,862.7777777777777,10.0,30.0,808.3333333333334,891.6666666666667,3.3333333333333335,31.25,8,4,10,10,11,0.7272727272727273,0.36363636363636365,0.9090909090909091,0.9090909090909091,0
378000-381600,857.070707070707,24.449609188084295,22.170077710261033,22.952880104149163,0.028526945310787807,0.025867268041435975,855.5555555555555,37.06499999999983,0.04332272727272707,41.66666666666663,830.5555555555557,880.5555555555555,0.0,27.27272727272727,825.0,891.6666666666667,5.5,0.0,12,4,11,9,12,1.0,0.3333333333333333,0.9166666666666666,0.75,0
381600-385200,823.7373737373738,54.664572514705405,83.05509104292247,87.49877522168477,0.06636165148934194,0.10082714915081942,830.5555555555557,24.709999999999773,0.029751170568561598,30.555555555555543,819.4444444444445,852.7777777777777,18.181818181818183,54.54545454545454,672.2222222222223,875.0,3.6666666666666665,140.625,11,5,11,8,12,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.6666666666666666,1
385200-388800,856.3888888888889,23.131475477157583,22.49066259535391,23.11571802374059,0.027010480609071456,0.02626220737699451,859.7222222222222,20.591666666666704,0.02395153473344108,24.305555555555543,841.6666666666667,872.7777777777778,0.0,20.0,813.8888888888889,894.4444444444445,5.0,31.25,11,3,10,9,11,1.0,0.2727272727272727,0.9090909090909091,0.8181818181818182,0
388800-392400,831.6666666666666,57.42532575796834,92.82378544334918,98.40005234644576,0.06904848788533267,0.11161176606414731,837.5,16.47333333333338,0.019669651741293585,29.166666666666742,827.7777777777777,861.1111111111112,30.0,40.0,680.5555555555555,900.0,5.0,140.625,11,5,10,7,11,1.0,0.45454545454545453,0.9090909090909091,0.6363636363636364,1
392400-396000,845.5555555555557,24.9210000085593,20.76635323333872,21.965141044956418,0.02947293036491901,0.02455941906702345,837.5,14.414166666666675,0.01721094527363185,26.388888888888914,833.3333333333333,869.4444444444445,0.0,50.0,811.1111111111111,894.4444444444445,2.0,31.25,11,4,10,10,11,1.0,0.36363636363636365,0.9090909090909091,0.9090909090909091,0
396000-399600,829.4444444444446,62.01906870795398,89.41779374450267,94.7310918695854,0.074771817598337,0.10780443987950757,834.7222222222223,37.065,0.04440399334442595,52.777777777777715,813.8888888888889,872.2222222222222,20.0,50.0,672.2222222222223,888.8888888888888,3.3333333333333335,140.625,9,3,10,9,11,0.8181818181818182,0.2727272727272727,0.9090909090909091,0.8181818181818182,1
399600-403200,856.1111111111111,28.920922410711956,29.368058383617985,30.9770314042965,0.033781739350604495,0.03430402666483606,859.7222222222222,30.88749999999997,0.03592730210016152,40.27777777777794,826.6666666666666,875.0,0.0,60.0,813.8888888888889,902.7777777777778,5.0,0.0,9,4,10,8,11,0.8181818181818182,0.36363636363636365,0.9090909090909091,0.7272727272727273,0
406800-410400,824.4949494949495,78.09279639304032,112.79282877125758,118.8233925969878,0.09471591844301368,0.13680232831062175,838.8888888888889,37.065,0.044183443708609264,37.5,825.0,866.6666666666667,18.181818181818183,36.36363636363637,597.2222222222222,877.7777777777777,5.5,250.0,10,4,10,8,12,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.6666666666666666,1
410400-414000,831.6666666666666,65.44927563965722,80.4010864670089,85.15498659569197,0.0786965238152191,0.09667465306654377,850.0,41.18333333333332,0.04845098039215685,63.19444444444446,802.7777777777777,876.1111111111111,20.0,30.0,672.2222222222223,897.2222222222223,5.0,203.125,10,5,9,7,11,0.9090909090909091,0.45454545454545453,0.8181818181818182,0.6363636363636364,1
414000-417600,819.949494949495,61.247552002203534,93.05762850095749,98.0874200665337,0.07469673727401477,0.11349190294542397,830.5555555555557,16.473333333333464,0.019834113712374736,20.833333333333485,819.4444444444445,844.4444444444445,18.181818181818183,27.27272727272727,644.4444444444445,877.7777777777777,5.5,218.75,11,5,10,10,12,0.9166666666666666,0.4166666666666667,0.8333333333333334,0.8333333333333334,1
417600-421200,826.1111111111111,69.14379362987587,83.84104595992537,88.82496737141102,0.08369793445445634,0.1014888249683024,851.3888888888889,30.887500000000056,0.03627895595432307,37.499999999999886,815.5555555555555,859.4444444444443,30.0,70.0,644.4444444444445,894.4444444444445,3.3333333333333335,218.75,10,5,9,10,11,0.9090909090909091,0.45454545454545453,0.8181818181818182,0.9090909090909091,1
421200-424800,835.5555555555554,47.98405084819818,68.58730281178786,72.72940386499072,0.05742772043002443,0.08208586772687379,841.6666666666666,24.709999999999944,0.029358415841584093,26.388888888888914,831.6666666666667,863.8888888888889,20.0,40.0,708.3333333333334,875.0,5.0,132.8125,11,5,10,8,11,1.0,0.45454545454545453,0.9090909090909091,0.7272727272727273,1
424800-428400,820.2777777777777,73.97041357899799,95.59484549700736,101.38043259171293,0.09017727358089833,0.11653960168954504,830.5555555555555,26.769166666666646,0.03223043478260867,38.888888888888914,822.2222222222222,869.4444444444445,20.0,40.0,619.4444444444445,875.0,3.3333333333333335,210.9375,11,6,9,8,11,1.0,0.5454545454545454,0.8181818181818182,0.7272727272727273,1
428400-432000,834.4444444444446,70.54316018268298,110.02945733521308,116.69973076444445,0.08453907345461341,0.1318595360874724,852.7777777777778,37.06499999999991,0.043463843648208364,47.22222222222217,825.0,876.1111111111111,20.0,40.0,644.4444444444445,883.3333333333333,5.0,195.3125,10,6,10,11,11,0.9090909090909091,0.5454545454545454,0.9090909090909091,1.0,1
432000-435600,842.7777777777779,84.4594690987278,130.40114325367537,138.27255221787505,0.10021558627403428,0.15472779028122322,859.7222222222222,32.94666666666667,0.038322455573505665,38.19444444444434,839.4444444444445,887.2222222222222,30.0,70.0,616.6666666666667,922.2222222222223,5.0,250.0,10,6,10,10,11,0.9090909090909091,0.5454545454545454,0.9090909090909091,0.9090909090909091,1
435600-439200,844.9494949494948,24.050428688274675,22.83867199010494,24.066950513014397,0.028463747042907273,0.027029629731265867,841.6666666666666,20.591666666666704,0.02446534653465351,22.22222222222217,825.0,855.5555555555555,0.0,36.36363636363637,813.8888888888889,888.8888888888888,3.6666666666666665,23.4375,11,5,11,10,12,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.8333333333333334,0
439200-442800,853.7878787878788,25.708261368310527,23.992025424099065,24.85210023610486,0.03011082964167693,0.028100686388474506,847.2222222222222,24.709999999999773,0.029165901639343995,44.44444444444446,833.3333333333334,880.5555555555555,0.0,36.36363636363637,808.3333333333334,883.3333333333333,5.5,23.4375,12,5,11,11,12,1.0,0.4166666666666667,0.9166666666666666,0.9166666666666666,0
446400-450000,844.4444444444446,28.267291708284734,27.38925825509083,29.004546495698325,0.03347442439138981,0.03243464793366019,830.5555555555555,14.414166666666675,0.01735484949832777,43.05555555555566,822.2222222222222,872.7777777777778,0.0,50.0,819.4444444444445,900.0,2.5,0.0,11,5,10,9,11,1.0,0.45454545454545453,0.9090909090909091,0.8181818181818182,0
450000-453600,850.0,28.53895371744897,27.83943773772762,28.93425924444398,0.03357523966758702,0.03275227969144426,851.3888888888889,37.065,0.0435347471451876,47.222222222222285,822.2222222222222,873.8888888888889,10.0,60.0,805.5555555555555,888.8888888888888,5.0,23.4375,11,4,10,9,11,1.0,0.36363636363636365,0.9090909090909091,0.8181818181818182,1
453600-457200,842.929292929293,62.68631041070167,104.36092996760664,109.94020384962256,0.07436722265619491,0.12380745436540512,855.5555555555555,37.065,0.04332272727272727,50.0,816.6666666666666,880.5555555555555,36.36363636363637,54.54545454545454,677.7777777777778,916.6666666666666,5.5,140.625,11,6,11,10,12,0.9166666666666666,0.5,0.9166666666666666,0.8333333333333334,1
457200-460800,846.2121212121212,21.273959886397176,19.681099537687054,20.613032754584264,0.025140221172823878,0.023257879489477985,844.4444444444445,16.473333333333294,0.019507894736842057,25.0,833.3333333333334,861.1111111111112,0.0,27.27272727272727,811.1111111111111,886.1111111111111,5.5,31.25,11,4,11,10,12,0.9166666666666666,0.3333333333333333,0.9166666666666666,0.8333333333333334,0
460800-464400,852.7777777777777,19.85889869400667,22.718229900713496,23.36472755730654,0.023287307914796097,0.026640269590413223,845.8333333333333,24.70999999999986,0.029213793103448113,29.861111111111086,837.7777777777778,870.5555555555555,0.0,30.0,825.0,883.3333333333333,5.0,31.25,11,5,10,9,11,1.0,0.45454545454545453,0.9090909090909091,0.8181818181818182,1
464400-468000,860.2777777777777,25.05309861759488,20.807597272448337,21.87224409447722,0.029122103656229116,0.024187068188832424,865.2777777777778,28.828333333333266,0.03331685393258419,38.8888888888888,835.0,878.8888888888888,0.0,30.0,825.0,900.0,5.0,39.0625,11,4,10,11,11,1.0,0.36363636363636365,0.9090909090909091,1.0,0
468000-471600,843.4343434343435,25.254040358588558,21.659542988464327,22.559173826431167,0.02994191611377565,0.025680176716861895,847.2222222222222,32.94666666666659,0.03888786885245892,40.27777777777783,816.6666666666666,863.8888888888889,0.0,27.27272727272727,813.8888888888889,877.7777777777777,3.6666666666666665,0.0,11,5,11,10,12,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.8333333333333334,0
471600-475200,856.9444444444446,21.446731151667567,20.475318877311125,21.154925294066445,0.025026979625932977,0.023893402903831455,856.9444444444445,16.47333333333338,0.01922333873581853,18.75,845.5555555555555,871.1111111111111,0.0,30.0,822.2222222222222,891.6666666666667,3.3333333333333335,23.4375,11,3,10,11,11,1.0,0.2727272727272727,0.9090909090909091,1.0,0
475200-478800,855.8333333333334,23.695383377688515,23.75139877477901,24.883990093290173,0.02768691339165162,0.027752364683286086,850.0,28.82833333333335,0.033915686274509825,36.111111111111086,837.7777777777778,877.7777777777777,0.0,30.0,819.4444444444445,894.4444444444445,5.0,39.0625,11,5,10,10,11,1.0,0.45454545454545453,0.9090909090909091,0.9090909090909091,1
478800-482400,844.1666666666666,24.37314236176997,20.243713989884665,21.220678956233026,0.028872429253824248,0.023980707589201972,838.8888888888889,18.532500000000084,0.022091721854304736,30.555555555555543,827.2222222222222,867.2222222222223,0.0,20.0,805.5555555555555,880.5555555555555,5.0,15.625,11,4,10,8,11,1.0,0.36363636363636365,0.9090909090909091,0.7272727272727273,0
482400-486000,852.2727272727273,22.96730707252946,24.61117381481855,25.74173992198757,0.026948306965101237,0.028877110609387097,861.1111111111112,20.59166666666687,0.023912903225806685,30.555555555555657,836.1111111111111,872.2222222222223,0.0,36.36363636363637,813.8888888888889,880.5555555555555,3.6666666666666665,46.875,12,4,11,10,12,1.0,0.3333333333333333,0.9166666666666666,0.8333333333333334,1
489600-493200,843.6111111111111,26.93314641584489,24.776089185666024,26.20550314460168,0.031926021434653146,0.029369088267500062,838.8888888888889,30.887500000000056,0.03681953642384113,34.72222222222217,820.0,867.7777777777778,0.0,50.0,811.1111111111111,886.1111111111111,5.0,0.0,10,5,10,9,11,0.9090909090909091,0.45454545454545453,0.9090909090909091,0.8181818181818182,1
493200-496800,850.8333333333334,25.695070062453674,26.336041950607193,27.498597046143498,0.030199886459299125,0.030953232459087786,854.1666666666667,28.82833333333335,0.03375024390243904,39.58333333333337,826.1111111111111,870.5555555555555,10.0,30.0,813.8888888888889,888.8888888888888,5.0,0.0,10,5,10,9,11,0.9090909090909091,0.45454545454545453,0.9090909090909091,0.8181818181818182,0
496800-500400,830.3030303030304,70.77017386171599,100.27354561706336,105.60630683768726,0.08523415100133677,0.12076740895485732,844.4444444444445,28.82833333333335,0.034138815789473705,44.44444444444434,825.0,883.3333333333333,36.36363636363637,54.54545454545454,633.3333333333333,888.8888888888888,3.6666666666666665,0.0,10,6,10,9,12,0.8333333333333334,0.5,0.8333333333333334,0.75,1
500400-504000,827.2727272727273,62.765709039258844,72.88689868556625,76.76199566225546,0.075870637300203,0.088105042367168,844.4444444444445,24.71000000000011,0.029261842105263287,34.722222222222285,827.7777777777777,872.2222222222223,27.27272727272727,45.45454545454545,666.6666666666666,877.7777777777777,5.5,187.5,12,4,10,10,12,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,1
504000-507600,842.6767676767678,48.020583409371774,71.1837736399921,74.67637080531534,0.05698576874471448,0.0844734023417347,844.4444444444445,20.591666666666534,0.024384868421052475,36.11111111111086,830.5555555555557,877.7777777777777,18.181818181818183,45.45454545454545,727.7777777777777,913.8888888888889,3.6666666666666665,125.0,11,6,10,12,12,0.9166666666666666,0.5,0.8333333333333334,1.0,1
507600-511200,816.4141414141413,74.15630957078602,102.60119966569354,107.54660520355505,0.09083173086925848,0.12567298195983498,836.1111111111111,41.18333333333324,0.049255813953488256,51.388888888888914,808.3333333333334,869.4444444444445,27.27272727272727,45.45454545454545,633.3333333333333,877.7777777777777,5.5,218.75,10,5,11,10,12,0.8333333333333334,0.4166666666666667,0.9166666666666666,0.8333333333333334,1
511200-514800,764.3939393939395,102.89646436758188,155.2104306345994,163.51154508850158,0.13461182652646983,0.2030503155972955,800.0,78.24833333333324,0.09781041666666654,170.83333333333326,650.0,850.0,54.54545454545454,72.72727272727273,586.1111111111111,866.6666666666667,5.5,265.625,12,5,11,7,12,1.0,0.4166666666666667,0.9166666666666666,0.5833333333333334,0
514800-518400,851.7676767676767,24.697950859442606,23.223949962309387,23.535645557260175,0.028996111889532383,0.027265592010300974,852.7777777777777,28.82833333333318,0.03380521172638419,37.499999999999886,830.5555555555557,869.4444444444445,0.0,27.27272727272727,813.8888888888889,888.8888888888888,5.5,0.0,12,6,11,10,12,1.0,0.5,0.9166666666666666,0.8333333333333334,0
518400-522000,854.4444444444446,24.045567167599167,24.515189434951346,25.39975319323186,0.0281417561129249,0.028691379052608854,852.7777777777778,30.88749999999997,0.03621986970684035,39.58333333333337,832.7777777777778,876.1111111111111,0.0,40.0,827.7777777777777,891.6666666666667,3.3333333333333335,0.0,11,7,10,10,11,1.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,0
522000-525600,842.2222222222223,23.45354103553712,22.471594628725157,23.814483610391985,0.027847212311323758,0.026681312883710607,845.8333333333333,24.70999999999986,0.029213793103448113,25.694444444444457,826.1111111111111,858.3333333333334,0.0,20.0,800.0,877.7777777777777,5.0,54.6875,10,6,10,9,11,0.9090909090909091,0.5454545454545454,0.9090909090909091,0.8181818181818182,1
529200-532800,854.2929292929292,25.68096151844366,24.501196745777715,25.15384760593727,0.03006107230654357,0.028680088416576932,858.3333333333333,28.82833333333335,0.03358640776699032,40.27777777777783,825.0,877.7777777777777,0.0,27.27272727272727,813.8888888888889,888.8888888888888,5.5,0.0,10,6,11,11,12,0.8333333333333334,0.5,0.9166666666666666,0.9166666666666666,0
532800-536400,845.7070707070706,26.09821301896723,26.730248274932023,28.15180288164452,0.0308596367736967,0.031606982134586695,841.6666666666666,24.709999999999944,0.029358415841584093,31.944444444444457,825.0,861.1111111111112,0.0,45.45454545454545,813.8888888888889,902.7777777777778,5.5,0.0,12,6,11,11,12,1.0,0.5,0.9166666666666666,0.9166666666666666,0
536400-540000,852.5,29.584746097374047,30.443115227358494,31.5494908100015,0.034703514483723226,0.035710399093675654,850.0,43.24249999999994,0.05087352941176464,48.61111111111097,828.3333333333334,881.1111111111111,10.0,60.0,808.3333333333334,891.6666666666667,5.0,23.4375,11,4,10,11,11,1.0,0.36363636363636365,0.9090909090909091,1.0,1
543600-547200,845.5555555555557,28.903130392780234,24.72412948670126,26.20550314460166,0.034182414393564,0.029240100575599382,833.3333333333334,26.769166666666646,0.03212299999999997,35.41666666666663,823.8888888888889,868.8888888888889,0.0,40.0,811.1111111111111,894.4444444444445,3.3333333333333335,23.4375,11,4,10,8,11,1.0,0.36363636363636365,0.9090909090909091,0.7272727272727273,0
547200-550800,850.8333333333333,24.21787536032939,23.552032114772032,24.35290801821741,0.028463712470514466,0.027681134708840784,850.0,32.94666666666667,0.038760784313725496,38.888888888888914,825.0,872.2222222222222,0.0,30.0,816.6666666666666,883.3333333333333,5.0,0.0,11,4,10,11,11,1.0,0.36363636363636365,0.9090909090909091,1.0,0
550800-554400,832.8282828282828,80.2659370527373,96.22504486493766,97.94703364153996,0.0963775350906124,0.11554007812769956,850.0,28.82833333333335,0.033915686274509825,34.722222222222285,825.0,869.4444444444445,9.090909090909092,45.45454545454545,600.0,897.2222222222223,3.6666666666666665,250.0,12,6,11,10,12,1.0,0.5,0.9166666666666666,0.8333333333333334,1
554400-558000,843.6868686868688,25.9418541738982,25.030845169041815,26.326273992571796,0.030748201894234318,0.02966840672535336,836.1111111111111,20.591666666666704,0.024627906976744232,33.33333333333337,827.7777777777777,872.2222222222223,9.090909090909092,36.36363636363637,808.3333333333334,891.6666666666667,5.5,15.625,9,4,11,12,12,0.75,0.3333333333333333,0.9166666666666666,1.0,0
561600-565200,857.3232323232322,24.977543224751546,24.611173814818557,25.460437585206172,0.02913433613255262,0.028706995082969512,852.7777777777777,32.94666666666676,0.03863452768729653,36.111111111111086,838.8888888888889,877.7777777777777,9.090909090909092,27.27272727272727,825.0,900.0,5.5,0.0,11,5,11,10,12,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.8333333333333334,0
565200-568800,818.1818181818181,67.07471921187066,102.24335530343136,107.7341772570132,0.08198021237006414,0.1249641009264161,825.0,12.355000000000055,0.014975757575757642,30.555555555555657,819.4444444444445,855.5555555555555,18.181818181818183,54.54545454545454,625.0,869.4444444444445,2.75,195.3125,11,4,11,10,12,0.9166666666666666,0.3333333333333333,0.9166666666666666,0.8333333333333334,1
568800-572400,822.5,84.64452012611315,114.56439237389601,121.38638158836682,0.10291127067004638,0.13928801504425048,843.0555555555555,32.94666666666676,0.03908006589785843,38.19444444444446,819.4444444444445,868.3333333333334,20.0,70.0,591.6666666666666,888.8888888888888,10.0,0.0,9,4,9,10,11,0.8181818181818182,0.36363636363636365,0.8181818181818182,0.9090909090909091,1
572400-576000,854.1666666666666,26.490221297999934,28.160937640269534,29.723520220878743,0.031012942007414557,0.03296890260324238,855.5555555555554,28.82833333333335,0.03369545454545457,35.41666666666663,832.7777777777778,873.8888888888889,10.0,50.0,811.1111111111111,900.0,5.0,31.25,10,5,10,11,11,0.9090909090909091,0.45454545454545453,0.9090909090909091,1.0,1
579600-583200,853.7878787878788,26.56440831264876,24.673797768002718,25.121447124402334,0.03111359269981931,0.028899213002452163,855.5555555555555,28.82833333333335,0.03369545454545456,40.27777777777783,822.2222222222222,875.0,0.0,36.36363636363637,811.1111111111111,886.1111111111111,3.6666666666666665,46.875,10,4,11,11,12,0.8333333333333334,0.3333333333333333,0.9166666666666666,0.9166666666666666,0
583200-586800,854.4444444444446,28.6049675772587,29.030398901094216,30.49587325069342,0.03347785542201928,0.03397575944211286,850.0,32.94666666666659,0.0387607843137254,43.05555555555554,829.4444444444446,882.2222222222222,0.0,50.0,811.1111111111111,897.2222222222223,5.0,54.6875,9,5,10,10,11,0.8181818181818182,0.45454545454545453,0.9090909090909091,0.9090909090909091,1
586800-590400,846.6666666666666,25.919311325505486,24.19839693587405,25.5637735042195,0.030613359833274196,0.02858078378252841,836.1111111111111,16.47333333333338,0.019702325581395404,38.88888888888903,827.7777777777777,874.4444444444445,0.0,40.0,816.6666666666666,888.8888888888888,3.3333333333333335,0.0,10,3,10,10,11,0.9090909090909091,0.2727272727272727,0.9090909090909091,0.9090909090909091,0
590400-594000,851.388888888889,26.71581119676577,27.232298462690295,28.463752127665586,0.031379093085923904,0.03198573392028876,843.0555555555555,32.94666666666667,0.039080065897858327,39.58333333333326,828.8888888888889,873.8888888888889,10.0,40.0,819.4444444444445,897.2222222222223,5.0,31.25,8,4,10,10,11,0.7272727272727273,0.36363636363636365,0.9090909090909091,0.9090909090909091,0
594000-597600,856.060606060606,25.17893317131094,25.030845169041783,26.280642184602634,0.029412559102770304,0.029239571347907216,861.1111111111112,24.71000000000011,0.028695483870967868,25.0,838.8888888888889,866.6666666666667,0.0,54.54545454545454,813.8888888888889,900.0,2.75,46.875,11,4,11,11,12,0.9166666666666666,0.3333333333333333,0.9166666666666666,0.9166666666666666,1
601200-604800,849.1666666666666,26.741471724901736,27.715980642769985,29.133579115837595,0.03149142892039459,0.0326390351043415,847.2222222222222,28.828333333333266,0.03402688524590156,30.555555555555543,822.2222222222222,862.7777777777778,10.0,40.0,822.2222222222222,894.4444444444445,3.3333333333333335,0.0,9,3,10,10,11,0.8181818181818182,0.2727272727272727,0.9090909090909091,0.9090909090909091,0
604800-608400,856.9444444444446,23.832477178210667,17.954369842282706,18.75999961977298,0.027810994438106446,0.020951614726812878,862.5,18.5325,0.02148695652173913,29.166666666666742,837.7777777777777,875.0,0.0,20.0,819.4444444444445,894.4444444444445,3.3333333333333335,46.875,11,4,10,11,11,1.0,0.36363636363636365,0.9090909090909091,1.0,0
608400-612000,843.939393939394,16.188424734928024,14.513722752903517,15.228596484628307,0.01918197544892728,0.017197588899311167,844.4444444444445,20.591666666666534,0.024384868421052475,24.999999999999886,827.7777777777777,855.5555555555555,0.0,9.090909090909092,822.2222222222222,872.2222222222223,3.6666666666666665,0.0,10,3,11,11,12,0.8333333333333334,0.25,0.9166666666666666,0.9166666666666666,0
615600-619200,830.5555555555554,76.48731033299121,110.20813642074404,116.16625484809302,0.09209174488253125,0.13269207060691593,841.6666666666666,28.82833333333335,0.03425148514851487,31.944444444444457,825.0,863.8888888888889,18.181818181818183,54.54545454545454,611.1111111111112,894.4444444444445,3.6666666666666665,234.375,8,3,11,8,12,0.6666666666666666,0.25,0.9166666666666666,0.6666666666666666,1
619200-622800,844.1666666666666,27.945481413153228,25.17088373901514,26.679684322636845,0.033104222799391785,0.029817433846809644,837.5,26.769166666666646,0.03196318407960196,34.027777777777715,819.4444444444445,862.2222222222222,0.0,40.0,811.1111111111111,888.8888888888888,5.0,0.0,10,5,10,9,11,0.9090909090909091,0.45454545454545453,0.9090909090909091,0.8181818181818182,0
622800-626400,823.4848484848485,72.0763873378257,108.13371923025628,113.86103242582794,0.0875260637405059,0.13131233613977764,825.0,45.30166666666665,0.05491111111111109,41.66666666666674,816.6666666666666,863.8888888888889,18.181818181818183,63.63636363636363,619.4444444444445,886.1111111111111,3.6666666666666665,203.125,11,5,11,9,12,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.75,1
626400-630000,829.2929292929293,76.16749367777409,109.45995377982518,115.30808020589086,0.09184630784530615,0.13199190528870514,850.0,32.94666666666676,0.0387607843137256,41.66666666666674,827.7777777777777,869.4444444444445,18.181818181818183,36.36363636363637,611.1111111111112,888.8888888888888,3.6666666666666665,257.8125,9,3,10,10,12,0.75,0.25,0.8333333333333334,0.8333333333333334,1
630000-633600,828.5353535353535,74.48476218650225,104.30546308621435,109.94137357766026,0.0898993167505483,0.12589138488918283,841.6666666666666,20.591666666666704,0.02446534653465351,22.222222222222285,822.2222222222222,855.5555555555555,18.181818181818183,54.54545454545454,616.6666666666667,905.5555555555555,3.6666666666666665,242.1875,10,6,10,10,12,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,1
633600-637200,829.7979797979798,62.138968473238045,95.97614158261638,101.12535512204484,0.07488445379002516,0.11566205741544762,836.1111111111111,12.355000000000055,0.014776744186046579,27.77777777777783,827.7777777777777,869.4444444444445,36.36363636363637,63.63636363636363,661.1111111111111,891.6666666666667,3.6666666666666665,179.6875,9,4,11,10,12,0.75,0.3333333333333333,0.9166666666666666,0.8333333333333334,1
637200-640800,855.050505050505,24.994387697762914,24.736263178770162,25.794973511058533,0.029231475275588052,0.028929593085626065,861.1111111111112,20.591666666666534,0.023912903225806293,31.944444444444343,830.5555555555557,875.0,0.0,45.45454545454545,808.3333333333334,883.3333333333333,5.5,54.6875,8,4,11,10,12,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.8333333333333334,1
640800-644400,844.4444444444443,25.52601620757447,25.693401713910387,27.244101814452772,0.03022817708791714,0.03042639676647283,838.8888888888889,16.473333333333294,0.019637086092715184,19.444444444444343,825.0,853.3333333333333,10.0,50.0,819.4444444444445,900.0,3.3333333333333335,31.25,9,3,10,11,11,0.8181818181818182,0.2727272727272727,0.9090909090909091,1.0,0
