,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_R_Peaks,ratio p/r peaks,ratio q/r peaks,ratio s/r peaks,ratio t/r peaks,arrythmia
342000-345600,795.2020202020202,18.63766385653473,22.17007771026103,23.32341058853705,0.023437646513775015,0.02787980556768297,794.4444444444443,20.591666666666534,0.025919580419580257,22.222222222222285,780.5555555555555,813.8888888888889,9.090909090909092,27.27272727272727,763.8888888888888,822.2222222222222,3.6666666666666665,39.0625,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
345600-349200,811.111111111111,90.53169419778351,142.57605724232042,150.18535644142403,0.11161441750411667,0.17577870070971013,819.4444444444445,37.065,0.045231864406779655,41.666666666666515,800.0,847.2222222222222,27.27272727272727,45.45454545454545,577.7777777777777,952.7777777777777,3.6666666666666665,281.25,12,11,11,8,12,1.0,0.9166666666666666,0.9166666666666666,0.6666666666666666,1
349200-352800,810.3535353535353,81.93352949049567,132.41873818392253,139.56655663567312,0.10110837543856743,0.16340860181001346,819.4444444444445,28.82833333333335,0.03518033898305087,41.66666666666674,791.6666666666666,838.8888888888889,27.27272727272727,45.45454545454545,600.0,944.4444444444445,5.5,226.5625,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
356400-360000,793.939393939394,32.00641770662209,25.48904388212102,26.345806287079604,0.040313426882386594,0.032104520920228766,794.4444444444443,32.946666666666424,0.04147132867132837,36.111111111111086,772.2222222222223,822.2222222222222,9.090909090909092,54.54545454545454,747.2222222222223,850.0,5.5,0.0,12,11,11,9,12,1.0,0.9166666666666666,0.9166666666666666,0.75,1
363600-367200,804.2929292929292,32.30744563983733,39.78142441385255,41.907738824568014,0.040168755018447674,0.04946136285050427,800.0,32.94666666666659,0.04118333333333323,33.33333333333326,777.7777777777778,822.2222222222222,9.090909090909092,54.54545454545454,761.1111111111111,861.1111111111112,5.5,46.875,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
367200-370800,806.5656565656566,34.00419199086695,38.95827143983997,39.912670444393314,0.042159236156491274,0.04830142608070328,797.2222222222223,37.065,0.04649268292682926,37.500000000000114,788.8888888888889,833.3333333333334,18.181818181818183,45.45454545454545,744.4444444444445,863.8888888888889,5.5,54.6875,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
374400-378000,784.3434343434343,73.04312026899419,113.39663264972329,119.09041705713456,0.09312645082589086,0.14457523029391636,800.0,32.94666666666659,0.04118333333333323,45.83333333333326,747.2222222222223,822.2222222222222,45.45454545454545,63.63636363636363,611.1111111111112,897.2222222222223,3.6666666666666665,187.5,12,11,11,8,12,1.0,0.9166666666666666,0.9166666666666666,0.6666666666666666,1
378000-381600,793.939393939394,25.96347689419631,29.44968506821904,30.485328950285783,0.03270208921788085,0.03709311478058123,800.0,32.94666666666659,0.04118333333333323,36.111111111111086,772.2222222222223,811.1111111111111,9.090909090909092,45.45454545454545,758.3333333333333,833.3333333333334,5.5,0.0,12,11,11,5,12,1.0,0.9166666666666666,0.9166666666666666,0.4166666666666667,1
381600-385200,805.8080808080808,21.640102856210852,22.686129987883785,23.69538337768852,0.026855157414790026,0.02815326692322776,805.5555555555555,16.473333333333464,0.020449655172413955,25.0,794.4444444444443,825.0,0.0,27.27272727272727,761.1111111111111,836.1111111111111,5.5,62.5,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
385200-388800,804.0404040404042,26.769582550796045,28.341502090410494,29.45696216563135,0.03329382754433176,0.03524885310239496,811.1111111111111,32.94666666666676,0.04061917808219189,47.222222222222285,780.5555555555555,830.5555555555557,0.0,63.63636363636363,758.3333333333333,833.3333333333334,3.6666666666666665,0.0,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
396000-399600,800.0,104.47546820565161,174.2399721683706,183.63144486874143,0.13059433525706451,0.21779996521046324,797.2222222222223,20.591666666666534,0.02582926829268276,27.777777777777715,788.8888888888889,825.0,27.27272727272727,63.63636363636363,563.8888888888889,1022.2222222222222,5.5,242.1875,12,10,11,10,12,1.0,0.8333333333333334,0.9166666666666666,0.8333333333333334,1
403200-406800,809.5959595959595,20.35046471561308,19.778870132130972,20.797293930755718,0.0251365690186612,0.024430544517541692,816.6666666666666,8.236666666666647,0.010085714285714262,16.66666666666663,800.0,819.4444444444445,0.0,27.27272727272727,766.6666666666667,841.6666666666666,2.2,46.875,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
406800-410400,801.010101010101,25.798145906460018,27.44242007828551,28.634923567850272,0.03220701695762348,0.03425976781526186,791.6666666666666,20.591666666666704,0.026010526315789522,33.33333333333337,786.1111111111111,825.0,9.090909090909092,54.54545454545454,752.7777777777777,838.8888888888889,2.75,31.25,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
410400-414000,805.0505050505052,25.903970982889465,22.95661501266042,23.897141841714408,0.03217682719330058,0.028515745122376177,805.5555555555555,28.82833333333335,0.03578689655172416,30.555555555555657,780.5555555555555,813.8888888888889,0.0,45.45454545454545,769.4444444444445,850.0,3.6666666666666665,46.875,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
414000-417600,807.0707070707072,27.311747245429103,32.5723316654405,34.333003714107555,0.03384058795115746,0.04035870882201013,811.1111111111111,20.591666666666534,0.0253869863013697,30.55555555555543,780.5555555555555,822.2222222222222,9.090909090909092,81.81818181818183,758.3333333333333,850.0,5.5,15.625,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
421200-424800,793.4343434343434,105.68904371712628,176.20616082053178,185.6856662929766,0.13320452359001275,0.22208032999659638,811.1111111111111,61.77499999999994,0.07616095890410952,70.83333333333337,763.8888888888888,847.2222222222222,63.63636363636363,72.72727272727273,597.2222222222222,961.1111111111111,5.5,226.5625,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
428400-432000,811.1111111111112,28.65288212939469,37.75121615243212,39.792198572274955,0.0353254711184318,0.04654259525642316,816.6666666666666,41.18333333333324,0.050428571428571316,44.44444444444446,783.3333333333334,833.3333333333334,27.27272727272727,45.45454545454545,777.7777777777778,858.3333333333333,3.6666666666666665,0.0,12,11,11,8,12,1.0,0.9166666666666666,0.9166666666666666,0.6666666666666666,0
432000-435600,798.2323232323232,112.60984162574968,185.6711216966676,195.5664278683605,0.14107401861371996,0.2326028604615007,794.4444444444443,45.30166666666681,0.057023076923077114,43.05555555555566,783.3333333333334,833.3333333333334,27.27272727272727,54.54545454545454,536.1111111111111,1027.7777777777776,3.6666666666666665,250.0,12,10,11,9,12,1.0,0.8333333333333334,0.9166666666666666,0.75,1
435600-439200,809.8484848484849,106.37375607753374,155.00647139019551,161.00597889536542,0.13135019459527084,0.19140181687096172,819.4444444444445,45.30166666666665,0.05528338983050845,54.16666666666674,783.3333333333334,841.6666666666666,27.27272727272727,45.45454545454545,550.0,1008.3333333333333,5.5,234.375,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
439200-442800,800.5050505050505,69.89650839292251,74.43200559430147,75.73372239510567,0.08731551206182118,0.09298130667300752,819.4444444444445,28.82833333333335,0.03518033898305087,26.388888888888914,797.2222222222223,825.0,9.090909090909092,54.54545454545454,602.7777777777777,863.8888888888889,3.6666666666666665,218.75,12,11,11,9,12,1.0,0.9166666666666666,0.9166666666666666,0.75,1
442800-446400,816.6666666666667,80.99497012275015,133.66856006786819,140.54689379449556,0.09917751443602058,0.16367578783820594,822.2222222222222,37.06499999999983,0.045079054054053845,48.611111111111086,783.3333333333334,838.8888888888889,36.36363636363637,63.63636363636363,644.4444444444445,986.1111111111112,5.5,179.6875,12,11,11,9,12,1.0,0.9166666666666666,0.9166666666666666,0.75,1
446400-450000,801.5151515151515,62.73552703542882,73.51408700143341,74.0486067331593,0.07827116794590362,0.09171889871634414,816.6666666666666,41.18333333333324,0.050428571428571316,52.777777777777715,788.8888888888889,844.4444444444445,9.090909090909092,27.27272727272727,627.7777777777777,852.7777777777777,5.5,171.875,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
453600-457200,806.3131313131312,90.67724363934528,148.6305802407972,156.45572875969867,0.1124590932702184,0.18433357273835171,822.2222222222222,24.71000000000011,0.03005270270270284,40.277777777777715,788.8888888888889,838.8888888888889,27.27272727272727,54.54545454545454,577.7777777777777,961.1111111111111,5.5,250.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
457200-460800,817.6767676767676,81.82215665616079,140.61428285636515,148.21323801598302,0.10006662765855366,0.1719680543888839,822.2222222222222,37.06499999999983,0.045079054054053845,47.22222222222217,788.8888888888889,841.6666666666666,27.27272727272727,54.54545454545454,641.6666666666667,988.8888888888889,3.6666666666666665,195.3125,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
464400-468000,811.6161616161615,24.36914481173309,25.998575459550192,27.34853536903348,0.030025455337418495,0.032033092352152695,819.4444444444445,32.94666666666659,0.040206101694915154,44.44444444444446,783.3333333333334,833.3333333333334,0.0,36.36363636363637,780.5555555555555,841.6666666666666,3.6666666666666665,0.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
478800-482400,807.8282828282828,26.376259604179463,25.15384760593723,26.456216904432384,0.032650824642872986,0.031137616917634083,811.1111111111111,32.94666666666659,0.04061917808219168,40.277777777777715,788.8888888888889,833.3333333333334,0.0,54.54545454545454,766.6666666666667,836.1111111111111,5.5,0.0,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
482400-486000,790.2777777777777,22.737091032979006,21.54915035523552,21.836937785592816,0.02877101150043038,0.027267817672705755,791.6666666666666,22.650833333333324,0.02861157894736841,28.472222222222285,775.0,805.0,0.0,41.66666666666667,750.0,827.7777777777777,4.0,23.4375,13,12,12,9,13,1.0,0.9230769230769231,0.9230769230769231,0.6923076923076923,1
489600-493200,822.7272727272727,23.13467621443138,21.045218805417562,22.113933686708407,0.02811949595124256,0.025579823962385985,830.5555555555557,12.355000000000224,0.014875585284281205,20.83333333333337,813.8888888888889,838.8888888888889,0.0,27.27272727272727,775.0,847.2222222222222,3.6666666666666665,62.5,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,0
514800-518400,799.3055555555555,46.55839110479566,49.27931795846184,51.07019662351992,0.05824855186003975,0.0616526653867811,808.3333333333334,43.24249999999994,0.05349587628865972,45.83333333333326,776.6666666666666,837.7777777777777,8.333333333333332,50.0,680.5555555555555,850.0,6.0,140.625,13,12,12,11,13,1.0,0.9230769230769231,0.9230769230769231,0.8461538461538461,1
518400-522000,802.7777777777777,96.96792138525903,171.78259300423676,181.05960033969882,0.12079049030689708,0.21398523696029495,797.2222222222223,32.94666666666676,0.04132682926829279,48.611111111111086,775.0,847.2222222222222,45.45454545454545,72.72727272727273,594.4444444444445,1000.0,5.5,203.125,12,10,11,11,12,1.0,0.8333333333333334,0.9166666666666666,0.9166666666666666,1
522000-525600,829.0404040404039,25.042052174380135,27.357938338322512,28.74250662768991,0.03020606963464677,0.03299952355155564,833.3333333333334,24.71000000000011,0.029652000000000133,27.77777777777783,811.1111111111111,844.4444444444445,0.0,45.45454545454545,777.7777777777778,869.4444444444445,5.5,31.25,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
525600-529200,810.8585858585859,22.92144884293929,23.207331749117113,23.88817110606975,0.028268121276250262,0.02862068941965237,808.3333333333334,28.82833333333335,0.03566391752577321,36.111111111111086,788.8888888888889,838.8888888888889,0.0,27.27272727272727,777.7777777777778,847.2222222222222,3.6666666666666665,39.0625,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
529200-532800,799.7474747474748,64.29165971117489,61.14897816696693,60.493512218882884,0.08038995025457926,0.0764603579226994,813.8888888888889,24.709999999999944,0.030360409556313923,27.77777777777783,797.2222222222223,830.5555555555557,9.090909090909092,54.54545454545454,616.6666666666667,861.1111111111112,5.5,195.3125,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
536400-540000,815.6565656565657,25.76821923095302,25.834826719080954,26.964959734773263,0.03159199633268543,0.03167365752556055,816.6666666666666,32.94666666666676,0.04034285714285726,44.44444444444457,794.4444444444443,847.2222222222222,9.090909090909092,36.36363636363637,780.5555555555555,850.0,2.75,15.625,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
543600-547200,807.4074074074074,31.51890477197283,28.00256271341103,29.749005140984227,0.039037175635012224,0.034682073085417334,797.2222222222223,24.71000000000011,0.03099512195121965,50.0,785.5555555555555,842.2222222222222,0.0,44.44444444444444,758.3333333333333,847.2222222222222,4.5,0.0,10,9,9,10,10,1.0,0.9,0.9,1.0,0
547200-550800,797.4747474747475,25.351070345781594,29.76243385773082,31.02059141774575,0.03178918257419098,0.0373208480293268,794.4444444444443,32.946666666666424,0.04147132867132837,34.72222222222217,772.2222222222223,816.6666666666666,9.090909090909092,27.27272727272727,761.1111111111111,838.8888888888889,5.5,0.0,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
550800-554400,808.5858585858585,29.51392602493206,30.794520115367963,31.753994812573218,0.03650067053676795,0.03808441588284108,802.7777777777778,32.94666666666676,0.0410408304498271,44.44444444444457,780.5555555555555,836.1111111111111,9.090909090909092,45.45454545454545,772.2222222222223,855.5555555555555,5.5,0.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
554400-558000,817.929292929293,24.980351425696334,26.146548057222386,27.46115850319221,0.03054096685574482,0.03196675835338087,819.4444444444445,24.709999999999944,0.03015457627118637,36.111111111111086,802.7777777777778,841.6666666666666,0.0,54.54545454545454,777.7777777777778,850.0,5.5,46.875,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
561600-565200,794.4444444444445,69.77195497804998,115.86727090464817,121.51540341040416,0.08782483843390906,0.14584691442543127,791.6666666666667,16.473333333333464,0.020808421052631743,31.25,780.5555555555555,825.5555555555557,33.33333333333333,58.333333333333336,613.8888888888889,916.6666666666666,4.0,171.875,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
565200-568800,801.010101010101,129.71521945928896,219.53760329214506,231.3979478907837,0.16193955518877184,0.2740759486244938,827.7777777777777,49.42000000000005,0.05970201342281886,51.38888888888903,786.1111111111111,850.0,54.54545454545454,63.63636363636363,541.6666666666666,988.8888888888889,5.5,289.0625,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
568800-572400,796.9907407407408,46.78883619697561,47.44451541167547,48.311849399170455,0.0587068755070969,0.0595295691485443,806.9444444444445,20.591666666666704,0.025518072289156674,26.388888888888914,782.7777777777777,818.3333333333334,8.333333333333332,33.33333333333333,666.6666666666666,855.5555555555555,4.0,148.4375,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
572400-576000,815.1515151515152,78.74756155703143,127.7838162824374,134.40923934536337,0.09660481529301253,0.15676081551377077,808.3333333333334,45.30166666666665,0.05604329896907214,62.500000000000114,777.7777777777778,861.1111111111112,45.45454545454545,72.72727272727273,658.3333333333334,986.1111111111112,5.5,117.1875,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
579600-583200,790.1515151515152,39.19253748340787,24.51693795957359,23.968786858834243,0.04960129384285559,0.03102814775324749,791.6666666666666,37.06499999999983,0.046818947368420835,40.27777777777783,766.6666666666667,825.0,9.090909090909092,36.36363636363637,697.2222222222222,830.5555555555557,5.5,93.75,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
583200-586800,748.3796296296296,31.99015906247576,22.690767539631583,21.804791532648675,0.04274589766467532,0.030319862595486684,754.1666666666666,26.76916666666673,0.03549502762430948,33.33333333333337,734.4444444444443,773.8888888888889,0.0,25.0,686.1111111111111,786.1111111111111,6.0,70.3125,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0
622800-626400,757.8703703703704,47.16772454425937,57.0690309935342,58.18523769412554,0.06223719304557131,0.07530183686379588,768.0555555555555,26.769166666666646,0.034853164556961996,34.02777777777783,750.5555555555555,786.1111111111111,16.666666666666664,58.333333333333336,625.0,808.3333333333334,4.0,156.25,13,12,12,11,13,1.0,0.9230769230769231,0.9230769230769231,0.8461538461538461,1
626400-630000,768.9393939393939,91.18406785837587,157.74256258024565,166.19171007999805,0.1185842064759174,0.2051430370501717,780.5555555555555,37.065,0.04748540925266904,48.6111111111112,755.5555555555555,813.8888888888889,27.27272727272727,45.45454545454545,527.7777777777778,900.0,11.0,0.0,12,10,11,12,12,1.0,0.8333333333333334,0.9166666666666666,1.0,1
630000-633600,742.824074074074,18.29036644456294,18.1379240079349,19.006614714832047,0.024622743234812065,0.02441752312691766,748.6111111111111,16.473333333333294,0.022005194805194753,29.166666666666742,719.4444444444445,757.7777777777777,0.0,16.666666666666664,716.6666666666666,766.6666666666667,4.0,0.0,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0
633600-637200,772.4537037037036,35.97406655178636,24.187121263532692,23.715603599666633,0.046571161972944884,0.0313120658850648,781.9444444444445,37.065,0.04740106571936056,50.69444444444457,733.3333333333333,803.8888888888889,8.333333333333332,41.66666666666667,708.3333333333334,816.6666666666666,6.0,78.125,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0
637200-640800,812.121212121212,23.807118685641765,22.274244663032718,22.8105004338167,0.029314735695006654,0.027427241562689546,813.8888888888889,28.828333333333518,0.03542047781569988,29.166666666666742,794.4444444444443,827.7777777777777,0.0,54.54545454545454,772.2222222222223,850.0,3.6666666666666665,23.4375,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
644400-648000,723.7179487179486,24.072704322198266,25.30675994206751,26.414350643923523,0.03326254981632356,0.03496771081454856,719.4444444444445,16.473333333333294,0.022897297297297243,13.888888888888914,711.6666666666666,733.8888888888889,7.6923076923076925,38.46153846153847,686.1111111111111,783.3333333333334,3.25,39.0625,14,13,13,13,14,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,1
